Age,Job,Credit amount,Duration,Credit_to_Duration,High_Risk_Purpose,Sex_male,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_none,Saving accounts_quite rich,Saving accounts_rich,Checking account_moderate,Checking account_none,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Age_Group_26-35,Age_Group_36-50,Age_Group_50+
51,1,6929,19,364.6842105263158,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
57,0,17292,45,384.26666666666665,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
44,1,368,53,6.943396226415095,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
55,2,5917,54,109.57407407407408,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
64,2,13381,8,1672.625,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
42,1,4801,25,192.04,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
36,1,15770,7,2252.8571428571427,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
45,3,4881,61,80.01639344262296,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
39,1,10664,43,248.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
72,3,12060,20,603.0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
25,2,10274,50,205.48,1,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
57,2,8847,20,442.35,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,1,1165,24,48.541666666666664,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
43,1,5132,20,256.6,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
47,2,12320,44,280.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
59,1,10395,30,346.5,1,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
56,2,3079,63,48.87301587301587,0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
25,1,14425,14,1030.357142857143,1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
54,1,10126,36,281.27777777777777,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
22,3,17828,14,1273.4285714285713,0,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
71,1,17597,15,1173.1333333333334,1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,1,5439,25,217.56,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
54,2,8153,70,116.47142857142858,0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
26,1,18350,50,367.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54,0,2455,44,55.79545454545455,0,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
57,0,3825,55,69.54545454545455,1,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
51,2,2891,49,59.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22,0,7427,41,181.14634146341464,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26,0,12583,42,299.5952380952381,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
65,1,5468,70,78.11428571428571,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
47,1,3136,30,104.53333333333333,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
38,2,11763,29,405.62068965517244,0,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,2,16109,14,1150.642857142857,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
35,2,11326,6,1887.6666666666667,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
19,1,9168,47,195.06382978723406,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
66,2,16766,24,698.5833333333334,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
56,3,18402,17,1082.4705882352941,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
55,1,13047,36,362.4166666666667,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
44,2,5669,25,226.76,0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25,0,6526,33,197.75757575757575,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
22,3,17382,49,354.734693877551,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20,1,16769,38,441.2894736842105,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66,1,14899,70,212.84285714285716,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
50,0,8649,44,196.5681818181818,1,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
20,0,3678,19,193.57894736842104,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,1,6292,68,92.52941176470588,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
74,0,1507,8,188.375,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
43,0,3568,5,713.6,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
64,3,8750,17,514.7058823529412,0,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
73,1,1237,63,19.634920634920636,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
38,1,15632,40,390.8,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
21,3,5591,13,430.0769230769231,0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
69,2,16427,36,456.30555555555554,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
25,1,16055,15,1070.3333333333333,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
41,2,6600,16,412.5,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
46,1,17995,68,264.63235294117646,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
50,3,3402,24,141.75,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
27,3,1515,13,116.53846153846153,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
43,0,14756,60,245.93333333333334,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,2,833,65,12.815384615384616,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,0,5876,15,391.73333333333335,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
27,1,19437,12,1619.75,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
50,2,7147,64,111.671875,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
44,0,2374,39,60.87179487179487,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
50,2,1623,48,33.8125,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
70,0,2947,34,86.67647058823529,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
62,2,3012,7,430.2857142857143,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
66,3,19191,43,446.30232558139534,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
23,3,1427,51,27.980392156862745,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
25,0,566,63,8.984126984126984,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
27,1,15708,56,280.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
59,1,13491,62,217.59677419354838,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
55,1,12683,18,704.6111111111111,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
56,1,2147,46,46.67391304347826,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
58,1,4711,34,138.55882352941177,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,1,12826,33,388.6666666666667,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
26,2,9223,29,318.0344827586207,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26,3,1255,62,20.241935483870968,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
27,1,10420,45,231.55555555555554,0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
41,0,19530,24,813.75,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
69,1,8619,66,130.5909090909091,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
67,2,410,9,45.55555555555556,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
55,2,5893,29,203.20689655172413,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
70,2,3675,50,73.5,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35,1,16445,12,1370.4166666666667,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
70,1,361,5,72.2,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
27,1,19827,33,600.8181818181819,0,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
57,2,18855,8,2356.875,1,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
51,1,10749,41,262.1707317073171,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
52,2,1847,24,76.95833333333333,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
71,3,4291,47,91.29787234042553,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
21,1,18764,61,307.60655737704917,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,3,17718,44,402.6818181818182,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25,1,4816,57,84.49122807017544,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,2,4735,62,76.37096774193549,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
68,1,3668,11,333.45454545454544,1,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
42,2,19307,12,1608.9166666666667,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
36,1,1283,10,128.3,0,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
47,1,9102,24,379.25,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
44,1,16471,50,329.42,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,3,8580,63,136.1904761904762,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
22,1,19787,24,824.4583333333334,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52,0,3090,24,128.75,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
60,2,2192,70,31.314285714285713,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
61,2,1933,40,48.325,0,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
33,0,3635,6,605.8333333333334,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
44,2,15184,35,433.8285714285714,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
71,1,13057,46,283.8478260869565,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,2,14580,7,2082.8571428571427,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
47,0,2845,58,49.05172413793103,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
43,2,12906,41,314.780487804878,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
21,3,10663,9,1184.7777777777778,0,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
45,2,1789,33,54.21212121212121,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
42,2,1300,35,37.142857142857146,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
27,1,5105,5,1021.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24,0,263,9,29.22222222222222,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,1,11897,65,183.03076923076924,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
64,0,15184,66,230.06060606060606,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,1,702,46,15.26086956521739,0,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
28,2,788,9,87.55555555555556,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26,2,16661,23,724.3913043478261,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28,1,1144,45,25.42222222222222,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
39,2,9992,5,1998.4,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
56,0,3851,41,93.92682926829268,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,1,14333,56,255.94642857142858,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
51,3,13605,55,247.36363636363637,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
29,1,13086,15,872.4,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
50,0,17605,64,275.078125,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
57,2,4440,45,98.66666666666667,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
29,0,19568,28,698.8571428571429,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,2,5646,22,256.6363636363636,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
34,2,1567,47,33.340425531914896,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
52,1,19346,40,483.65,1,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
66,1,11447,63,181.6984126984127,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
54,1,4681,14,334.35714285714283,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
55,0,19312,68,284.0,1,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
21,0,11502,50,230.04,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66,0,7844,48,163.41666666666666,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26,1,2288,66,34.666666666666664,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37,0,12476,46,271.2173913043478,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40,0,9925,54,183.7962962962963,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,1,19011,49,387.9795918367347,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
24,1,13999,44,318.15909090909093,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26,0,6942,36,192.83333333333334,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
61,0,14113,33,427.6666666666667,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
64,1,17837,37,482.0810810810811,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
19,0,9530,31,307.4193548387097,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
18,1,2458,5,491.6,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,3,546,41,13.317073170731707,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
60,2,15246,59,258.40677966101697,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,0,13760,6,2293.3333333333335,0,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
55,1,11692,43,271.90697674418607,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43,1,8958,11,814.3636363636364,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
37,1,10632,33,322.1818181818182,1,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
25,0,5452,17,320.70588235294116,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
69,0,6423,59,108.86440677966101,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
60,0,7658,23,332.95652173913044,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
20,2,11161,16,697.5625,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,2,913,21,43.476190476190474,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
71,0,10028,45,222.84444444444443,0,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
28,1,7781,9,864.5555555555555,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
67,1,6179,16,386.1875,1,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
29,1,4294,16,268.375,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
41,1,8932,66,135.33333333333334,0,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
35,1,1876,18,104.22222222222223,0,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False
19,1,15078,57,264.5263157894737,0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,2,10659,61,174.7377049180328,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
49,0,1247,62,20.112903225806452,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
45,2,9683,38,254.81578947368422,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
63,2,14773,14,1055.2142857142858,0,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
53,1,3663,14,261.64285714285717,0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
25,2,14216,15,947.7333333333333,0,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19,2,10555,39,270.64102564102564,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
41,1,6228,31,200.90322580645162,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36,2,13508,61,221.44262295081967,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
72,3,2886,42,68.71428571428571,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43,1,18684,55,339.7090909090909,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
46,3,2541,10,254.1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27,2,10801,51,211.7843137254902,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
20,2,1227,12,102.25,1,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
58,1,5026,68,73.91176470588235,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
71,1,8193,45,182.06666666666666,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
30,0,13723,49,280.0612244897959,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
27,2,1865,30,62.166666666666664,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
35,0,2603,24,108.45833333333333,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
52,0,5782,18,321.22222222222223,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
67,3,14938,66,226.33333333333334,0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
74,1,17430,35,498.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
70,2,9119,40,227.975,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
24,2,9541,43,221.88372093023256,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
41,1,2795,53,52.735849056603776,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
32,3,6879,8,859.875,0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
39,0,3056,27,113.18518518518519,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
55,3,1194,10,119.4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
40,1,16316,46,354.69565217391306,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
36,1,19388,43,450.8837209302326,0,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
70,1,2807,12,233.91666666666666,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,2,5478,68,80.55882352941177,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,1,449,57,7.87719298245614,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
54,1,3921,40,98.025,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
65,1,5799,21,276.14285714285717,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
62,0,5010,43,116.51162790697674,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
46,1,9070,47,192.9787234042553,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
22,2,1437,49,29.3265306122449,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
37,1,4783,21,227.76190476190476,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20,1,6409,45,142.42222222222222,1,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
23,1,13264,12,1105.3333333333333,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
49,2,5765,4,1441.25,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
29,1,7355,42,175.11904761904762,0,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False
22,1,2240,13,172.30769230769232,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
37,1,16494,57,289.36842105263156,0,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
51,0,6647,60,110.78333333333333,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
27,1,3533,63,56.07936507936508,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
31,1,9367,42,223.02380952380952,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,2,3829,54,70.9074074074074,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
57,2,16760,8,2095.0,0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
32,2,19274,65,296.5230769230769,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
35,3,17897,57,313.9824561403509,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
41,0,12503,26,480.88461538461536,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
71,1,8771,23,381.3478260869565,0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
68,2,4321,47,91.93617021276596,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
69,0,8172,9,908.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
58,0,4894,7,699.1428571428571,0,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
34,1,10091,23,438.7391304347826,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
70,1,667,68,9.808823529411764,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
31,0,5935,56,105.98214285714286,0,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
32,1,11436,10,1143.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
21,0,16137,37,436.13513513513516,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
29,1,18694,54,346.18518518518516,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
42,0,17091,57,299.8421052631579,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47,2,13618,17,801.0588235294117,0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
54,2,7826,53,147.66037735849056,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
68,3,5329,7,761.2857142857143,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
66,2,8719,67,130.13432835820896,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
26,2,15658,28,559.2142857142857,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
20,1,6699,50,133.98,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
28,2,18608,65,286.2769230769231,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
